title,authors,text,average_rating,ratings_count
Mrs McGinty's Dead,agathachristie,"['agathachristie', 'belgian', 'old', 'widow', 'brutally', 'killed', 'parlour', 'cottage', 'mr', 'mcginty', 'died', 'brutal', 'blow', 'back', 'head', 'suspicion', 'fell', 'immediately', 'shifty', 'lodger', 'james', 'bentley', 'whose', 'clothes', 'revealed', 'trace', 'victim', 'blood', 'hair', 'yet', 'something', 'amiss', 'bentley', 'didnt', 'look', 'like', 'murderer', 'poirot', 'believed', 'could', 'save', 'man', 'gallows', 'didnt', 'realise', 'life', 'great', 'danger']",3.83,525.0
Taken at the Flood,agathachristie,"['agathachristie', 'fiction', 'week', 'marrying', 'attractive', 'young', 'widow', 'gordon', 'cloade', 'tragically', 'killed', 'bomb', 'blast', 'london', 'blitz', 'overnight', 'former', 'mr', 'underhay', 'find', 'sole', 'possession', 'cloade', 'family', 'fortune', 'shortly', 'afterwards', 'hercule', 'poirot', 'receives', 'visit', 'dead', 'man', 'sisterinlaw', 'claim', 'warned', 'spirit', 'mr', 'underhay', 'first', 'husband', 'still', 'alive', 'poirot', 'suspicion', 'asked', 'find', 'missing', 'person', 'guided', 'spirit', 'world', 'yet', 'mystifies', 'poirot', 'woman', 'true', 'motive', 'approaching']",3.71,8852.0
The Hollow,agathachristie,"['agathachristie', 'detective', 'mystery', 'story', 'lucy', 'angkatell', 'invited', 'hercule', 'poirot', 'lunch', 'tease', 'great', 'detective', 'guest', 'stage', 'mock', 'murder', 'beside', 'swimming', 'pool', 'unfortunately', 'victim', 'play', 'scene', 'real', 'blood', 'drip', 'water', 'john', 'christow', 'gasp', 'one', 'final', 'word', 'henrietta', 'confusion', 'gun', 'sink', 'bottom', 'pool', 'poirot', 'enquiry', 'reveal', 'complex', 'web', 'romantic', 'attachment', 'seems', 'everyone', 'drama', 'suspect', 'victim', 'love']",3.79,13022.0
Third Girl,agathachristie,"['agathachristie', 'belgian', 'perplexed', 'girl', 'think', 'might', 'killed', 'someone', 'three', 'single', 'girl', 'shared', 'london', 'flat', 'first', 'worked', 'secretary', 'second', 'artist', 'third', 'came', 'poirot', 'help', 'disappeared', 'convinced', 'murderer', 'rumour', 'revolver', 'flickknives', 'blood', 'stain', 'without', 'hard', 'evidence', 'would', 'take', 'poirots', 'tenacity', 'establish', 'whether', 'third', 'girl', 'guilty', 'innocent', 'insane']",3.62,13705.0
The Secret of Chimneys,agathachristie,"['agathachristie', 'battle', 'superintendent', 'fictitious', 'character', 'young', 'drifter', 'find', 'bargained', 'agrees', 'deliver', 'parcel', 'english', 'country', 'house']",3.86,11110.0
The Metaphysical Club,louismenand,"['louismenand', 'cambridge', 'mass', 'absorbing', 'narrative', 'personality', 'social', 'history', 'menand', 'discus', 'metaphysical', 'club', 'informal', 'group', 'met', 'cambridge', 'massachusetts', '1872', 'talk', 'idea', 'member', 'included', 'oliver', 'wendell', 'holmes', 'jr', 'william', 'james', 'charles', 'sander', 'peirce', '21', 'photo']",4.07,3311.0
Wilkins' Tooth,dianawynnejones,"['dianawynnejones', 'business', 'enterprise', 'back', 'limitedrevenge', 'arranged', 'price', 'according', 'task', 'difficult', 'task', 'undertaken', 'treasure', 'hunted', 'etc', 'seemed', 'like', 'marvellous', 'scheme', 'time', 'frank', 'jess', 'set', 'business', 'needed', 'money', 'pocketmoney', 'stopped', 'frank', 'owed', 'buster', 'knell', 'ten', 'penny', 'father', 'put', 'quick', 'stop', 'errand', 'run', 'try', 'something', 'bad', 'instead', 'offering', 'dreadful', 'thing', 'people', 'didnt', 'dare', 'pinned', 'notice', 'pottingshed', 'waited', 'customer', 'course', 'nothing', 'ever', 'straightforward']",3.59,69.0
Cut,patriciamccormick,"['patriciamccormick', 'emotional', 'problem', 'fifteenyear', 'old', 'callie', 'withdrawn', 'shes', 'speaking', 'anyone', 'including', 'therapist', 'sea', 'pine', 'known', 'guest', 'sick', 'mind', 'residential', 'treatment', 'facility', 'parent', 'doctor', 'send', 'discovering', 'cut', 'story', 'unfolds', 'primarily', 'dramatic', 'monologue', 'gradually', 'revealing', 'family', 'turmoil', 'led', 'selfdestructive', 'behaviour']",3.76,107.0
The Lord of the Rings,garyrussell,"['garyrussell', 'character', 'characteristic', 'motion', 'picture', 'complete', 'access', 'artwork', 'created', 'fiveyear', 'period', 'guide', 'illustrates', 'creative', 'development', 'return', 'king', 'contains', '600', 'image', 'earliest', 'pencil', 'sketch', 'conceptual', 'drawing', 'magnificent', 'painting', 'sculpture', 'digital', 'imagery', 'shaped', 'look', 'film', 'contributing', 'artist', 'include', 'john', 'howe', 'alan', 'lee', 'artist', 'inspired', 'peter', 'jackson', 'vision', 'middleearth', 'worked', 'bring', 'trilogy', 'big', 'screen', 'peter', 'jackson', 'provides', 'afterword', 'discus', 'importance', 'conceptual', 'art', 'film', 'cover', 'aspect', 'eagerly', 'awaited', 'finale', 'enormously', 'successful', 'trilogy', 'location', 'costume', 'weaponry', 'creature', 'artist', 'created', 'diverse', 'element', 'explain', 'contributed', 'development', 'film']",4.54,28.0
The Fellowship of the Ring,johnronaldreueltolkien alanlee,"['johnronaldreueltolkien', 'alanlee', 'baggins', 'frodo', 'fictitious', 'character', 'tolkien', 'classic', 'fantasy', 'quest', 'save', 'middleearthand', 'basis', 'peter', 'jackson', 'academy', 'awardwinning', 'film', 'trilogyis', 'available', 'young', 'reader', 'edition', 'book', 'trilogy', 'available', 'individually', 'together', 'threevolume', 'paperback', 'boxed', 'set']",4.35,56.0
Lirael,garthnix,"['garthnix', 'fantasy', 'fiction', 'dangerous', 'necromancer', 'threatens', 'unleash', 'longburied', 'evil', 'lirael', 'prince', 'sameth', 'drawn', 'battle', 'save', 'old', 'kingdom', 'reveal', 'true', 'destiny', 'suggested', 'level', 'secondary']",4.3,1339.0
Tales from the Perilous Realm,johnronaldreueltolkien,"['johnronaldreueltolkien', 'fairy', 'tale', 'english', 'never', 'published', 'single', 'volume', 'tolkien', 'four', 'novella', 'farmer', 'giles', 'ham', 'leaf', 'niggle', 'smith', 'wootton', 'major', 'roverandom', 'one', 'book', 'poem', 'adventure', 'tom', 'bombadil', 'gathered', 'together', 'fully', 'illustrated', 'set']",4.08,2964.0
Breaking Open the Head,danielpinchbeck,"['danielpinchbeck', 'hallucinogenic', 'drug', 'new', 'door', 'perception', '21st', 'century', 'visionary', 'journey', 'cynicism', 'shamanism', 'brilliant', 'young', 'u', 'writer']",4.06,46.0
The Yiddish Policemen's Union,michaelchabon,"['michaelchabon', 'fiction', 'sixty', 'year', 'jewish', 'refugee', 'descendant', 'prospered', 'federal', 'district', 'sitka', 'temporary', 'safe', 'created', 'wake', 'revelation', 'holocaust', 'shocking', '1948', 'collapse', 'fledgling', 'state', 'israel', 'proud', 'grateful', 'longing', 'american', 'jew', 'sitka', 'district', 'created', 'little', 'world', 'alaskan', 'panhandle', 'vibrant', 'gritty', 'soulful', 'complex', 'frontier', 'city', 'move', 'music', 'yiddish', 'sixty', 'year', 'left', 'alone', 'neglected', 'halfforgotten', 'backwater', 'history', 'district', 'set', 'revert', 'alaskan', 'control', 'dream', 'coming', 'end', 'tide', 'history', 'threaten', 'sweep', 'carry', 'unknown', 'homicide', 'detective', 'meyer', 'landsman', 'district', 'police', 'enough', 'problem', 'without', 'worrying', 'upcoming', 'reversion', 'life', 'shamble', 'marriage', 'wreck', 'career', 'disaster', 'halftlingit', 'partner', 'berko', 'shemets', 'cant', 'catch', 'break', 'outstanding', 'case', 'landsman', 'new', 'supervisor', 'love', 'life—and', 'also', 'worst', 'nightmare', 'cheap', 'hotel', 'washed', 'someone', 'committed', 'murder—right', 'landsman', 'nose', 'habit', 'obligation', 'mysterious', 'sense', 'somehow', 'offer', 'shot', 'redeeming', 'landsman', 'begin', 'investigate', 'killing', 'neighbor', 'former', 'chess', 'prodigy', 'word', 'come', 'high', 'case', 'dropped', 'immediately', 'landsman', 'soon', 'find', 'contending', 'powerful', 'force', 'faith', 'obsession', 'hopefulness', 'evil', 'salvation', 'heritage—and', 'unfinished', 'business', 'marriage', 'bina', 'gelbfish', 'one', 'person', 'understands', 'darkest', 'fear', 'gripping', 'whodunit', 'love', 'story', 'homage', '1940s', 'noir', 'exploration', 'mystery', 'exile', 'redemption', 'yiddish', 'policeman', 'union', 'novel', 'michael', 'chabon', 'could', 'written']",3.7,51219.0
"Beware, Princess Elizabeth",carolynmeyer,"['carolynmeyer', 'childrens', 'story', 'matter', 'life', 'death', 'throne', 'england']",3.88,78.0
The Family Way,tonyparsons,"['tonyparsons', 'parenthood', 'natural', 'thing', 'world', 'tony', 'parson', 'latest', 'bestseller', 'three', 'couple', 'discover', 'mother', 'nature', 'one', 'hell', 'bitch']",3.51,2095.0
Endless Night,agathachristie,"['agathachristie', 'fiction', 'gipsy', 'acre', 'truly', 'beautiful', 'upland', 'site', 'view', 'sea', 'michael', 'rogers', 'stirred', 'childlike', 'fantasy', 'among', 'dark', 'fir', 'tree', 'planned', 'build', 'house', 'find', 'wonderful', 'girl', 'live', 'happily', 'ever', 'yet', 'left', 'village', 'shadow', 'menace', 'hung', 'land', 'place', 'accident', 'happened', 'perhaps', 'michael', 'heeded', 'local', 'warning', 'luck', 'meddles', 'gipsy', 'acre']",3.77,12740.0
How to be Alone,jonathanfranzen,"['jonathanfranzen', 'literary', 'collection', 'harper', 'essay', 'reprinted', 'volume', 'alongside', 'personal', 'essay', 'painstaking', 'often', 'funny', 'reportage', 'although', 'subject', 'range', 'widely', 'piece', 'wrestle', 'erosion', 'civic', 'life', 'private', 'dignity', 'hidden', 'persistence', 'loneliness', 'postmodern', 'america']",3.6,327.0
The Mysterious Mr. Quin,agathachristie,"['agathachristie', 'detective', 'mystery', 'story', 'mysterious', 'stranger', 'appears', 'new', 'year', 'eve', 'party', 'becoming', 'enigmatic', 'sleuthing', 'sidekick', 'snobbish', 'mr', 'satterthwaite', 'far', 'typical', 'new', 'year', 'eve', 'house', 'party', 'mr', 'satterthwaite', 'keen', 'observer', 'human', 'nature', 'sensed', 'real', 'drama', 'evening', 'yet', 'unfold', 'proved', 'mysterious', 'stranger', 'arrived', 'midnight', 'mr', 'quin', 'presence', 'pronounced', 'effect', 'eleanor', 'portal', 'woman', 'dyedblack', 'hair']",3.72,7514.0
The Listerdale Mystery,agathachristie,"['agathachristie', 'detective', 'mystery', 'story', 'selection', 'mystery', 'lighthearted', 'romantic', 'deadly', 'twelve', 'tantalizing', 'case', 'curious', 'disappearance', 'lord', 'listerdale', 'newlywed', 'fear', 'exfiance', 'strange', 'encounter', 'train', 'domestic', 'murder', 'investigation', 'wild', 'man', 'sudden', 'personality', 'change', 'retired', 'inspector', 'hunt', 'murderess', 'young', 'woman', 'impersonation', 'duchess', 'necklace', 'hidden', 'basket', 'cherry', 'mystery', 'writer', 'arrest', 'murder', 'astonishing', 'marriage', 'proposal', 'soprano', 'hatred', 'baritone', 'case', 'rajah', 'emerald', 'one', 'thing', 'common', 'skilful', 'hand', 'agatha', 'christie']",3.55,178.0
The Real Trial of Oscar Wilde,merlinholland,"['merlinholland', 'biography', 'autobiography', 'oscar', 'wilde', 'one', 'literary', 'history', 'explosive', 'love', 'affair', 'lord', 'alfred', 'bosie', 'douglas', '1895', 'bosie', 'father', 'marquess', 'queensberry', 'delivered', 'note', 'albemarle', 'club', 'addressed', 'oscar', 'wilde', 'posing', 'sodomite', 'bosie', 'encouragement', 'wilde', 'sued', 'marquess', 'libel', 'lost', 'tried', 'twice', 'gross', 'indecency', 'sent', 'prison', 'two', 'year', 'hard', 'labor', 'publication', 'uncensored', 'trial', 'transcript', 'reader', 'first', 'time', 'century', 'hear', 'wilde', 'articulate', 'brilliant', 'real', 'trial', 'oscar', 'wilde', 'document', 'alarmingly', 'swift', 'fall', 'grace', 'also', 'supremely', 'moving', 'testament', 'right', 'live', 'work', 'love', 'one', 'heart', 'dictate']",4.04,183.0
I Can Read with Me Eyes Shut!,drseuss,"['drseuss', 'author', 'american', 'nonsense', 'rhyming', 'story', '4', 'yr']",4.2,16561.0
"Oh, the Places You'll Go!",drseuss,"['drseuss', 'adventure', 'story', 'bangups', 'hangups', 'lurch', 'slump', 'dr', 'seuss', 'take', 'hilarious', 'look', 'mishap', 'misadventure', 'life', 'may', 'store', 'u']",4.35,926.0
If I Die in a Combat Zone,timobrien,"['timobrien', 'vietnam', 'war', '19611975', 'perhaps', 'best', 'book', 'emerge', 'vietnam', 'war', 'reissued', 'alongside', 'five', 'jewel', 'flamingo', 'backlist', '1970s', 'first', 'published', 'in1973', 'intensely', 'personal', 'novel', 'one', 'foot', 'soldier', 'tour', 'duty', 'vietnam', 'established', 'tim', 'obriens', 'reputation', 'outstanding', 'chronicler', 'vietnam', 'experience', 'generation', 'american', 'basic', 'training', 'front', 'line', 'back', 'take', 'reader', 'unforgettable', 'journey', 'walking', 'minefield', 'lai', 'fighting', 'heat', 'sniper', 'alien', 'land', 'crawling', 'ghostly', 'tunnel', 'explores', 'ambiguity', 'manhood', 'morality', 'war', 'one', 'belief']",3.95,11.0
The Return of the King,jrrtolkien,"['jrrtolkien', 'baggins', 'frodo', 'fictitious', 'character', 'greatest', 'fantasy', 'epic', 'time', 'evil', 'might', 'dark', 'lord', 'sauron', 'swarmed', 'conquer', 'middleearth', 'frodo', 'sam', 'struggled', 'deep', 'mordor', 'seat', 'saurons', 'power', 'defeat', 'dark', 'lord', 'accursed', 'ring', 'power', 'destroyed', 'fire', 'mount', 'doom', 'way', 'impossibly', 'hard', 'frodo', 'weakening', 'weighed', 'compulsion', 'ring', 'began', 'finally', 'despair', 'awesome', 'conclusion', 'jrr', 'tolkien', 'lord', 'ring', 'beloved', 'million', 'reader', 'around', 'world']",4.52,253.0
The Silmarillion,johnronaldreueltolkien tednasmith,"['johnronaldreueltolkien', 'tednasmith', 'fiction', 'designed', 'take', 'fan', 'hobbit', 'lord', 'ring', 'deeper', 'myth', 'legend', 'middleearth', 'silmarillion', 'account', 'elder', 'day', 'first', 'age', 'tolkien', 'world', 'ancient', 'drama', 'character', 'lord', 'ring', 'look', 'back', 'whose', 'event', 'elrond', 'galadriel', 'took', 'part', 'tale', 'silmarillion', 'set', 'age', 'morgoth', 'first', 'dark', 'lord', 'dwelt', 'middleearth', 'high', 'elf', 'made', 'war', 'upon', 'recovery', 'silmarils', 'jewel', 'containing', 'pure', 'light', 'valinor', 'included', 'book', 'several', 'shorter', 'work', 'ainulindale', 'myth', 'creation', 'valaquenta', 'nature', 'power', 'god', 'described', 'akallabeth', 'recount', 'downfall', 'great', 'island', 'kingdom', 'numenor', 'end', 'second', 'age', 'ring', 'power', 'tell', 'great', 'event', 'end', 'third', 'age', 'narrated', 'lord', 'ring', 'pivotal', 'work', 'feature', 'revised', 'corrected', 'text', 'includes', 'way', 'introduction', 'fascinating', 'letter', 'written', 'tolkien', '1951', 'give', 'full', 'explanation', 'conceived', 'early', 'age', 'middleearth']",3.91,49.0
I Wish that I Had Duck Feet,drseuss barneytobey,"['drseuss', 'barneytobey', 'childrens', 'story', 'boy', 'imago', 'would', 'like', 'thing', 'duck', 'foot', 'whale', 'spout', 'elephant', 'trunk']",4.16,8903.0
Oh Say Can You Say?,drseuss,"['drseuss', 'childrens', 'story', 'tie', 'tongue', 'terrible', 'knot', 'try', 'read', 'aloud', 'nonsense', 'rhyming', 'story']",4.01,5726.0
There's a Boy in the Girls' Bathroom,louissachar,"['louissachar', 'boy', 'study', 'guide', 'novel', 'there', 'boy', 'girl', 'bathroom']",3.98,174.0
Microserfs,douglascoupland,"['douglascoupland', 'computer', 'programmer', 'computer', 'giant', 'microsoft', 'dan', 'susan', 'abe', 'todd', 'bug', 'struggling', 'get', 'life', 'job', 'may', 'super', 'cool', 'pay', 'may', 'astronomical', 'theyre', 'heading', 'nowhere', 'however', 'hard', 'work', 'however', 'many', 'share', 'earn', 'theyre', 'never', 'going', 'rich', 'bill', 'besides', 'hour', 'theyre', 'putting', 'best', 'relationship', 'email', 'somethings', 'got', 'give']",3.88,436.0
Miss Wyoming,douglascoupland,"['douglascoupland', 'actor', 'brilliant', 'new', 'novel', 'bestselling', 'cult', 'author', 'susan', 'john', 'need', 'disappear', 'susan', 'john', 'need', 'find', 'meet', 'susan', 'colgate', 'miss', 'wyoming', 'winner', 'hundred', 'teen', 'pageant', 'child', 'tv', 'soap', 'star', 'owner', 'hideously', 'pushy', 'mother', 'reduced', 'small', 'brainless', 'part', 'small', 'brainless', 'movie', 'oh', 'sole', 'survivor', 'flight', '802', 'walk', 'away', 'wreckage', 'emergency', 'crew', 'get', 'could', 'disappear', 'nobody', 'would', 'ever', 'know', 'meet', 'john', 'johnson', 'action', 'film', 'producer', 'bel', 'air', 'p', 'um', 'bel', 'air', 'p', '2', 'occasional', 'sadomasochist', 'junkie', 'died', '5', 'minute', 'gone', 'saw', 'vision', 'woman', 'face', 'realized', 'time', 'escape', 'ditch', 'baggage', 'horny', 'rich', 'lonely', 'john', 'johnson', 'lose', 'disappear', 'wouldnt', 'nice', 'find', 'get', 'togetherin', 'many', 'way', 'reprise', 'girlfriend', 'coma', 'miss', 'wyoming', 'represents', 'leap', 'forward', 'world', 'according', 'coupland', 'witty', 'genuinely', 'funny', 'look', 'change', 'make', 'difference']",3.48,110.0
Where Rainbows End,ceceliaahern,"['ceceliaahern', 'friendship', 'new', 'warm', 'absorbing', 'story', 'author', 'p', 'love', 'bittersweet', 'tale', 'childhood', 'friend', 'rosie', 'alex', 'whose', 'relationship', 'must', 'survive', 'many', 'trial', 'tribulation', 'least', 'discovery', 'true', 'feeling', 'one', 'anotherfrom', 'naughty', 'child', 'rebellious', 'teenager', 'mixedup', 'twenty', 'thirtysomethings', 'rosie', 'alex', 'stuck', 'thick', 'thin', 'even', 'alex', 'moved', 'across', 'atlantic', 'boston', 'rosie', 'fell', 'pregnant', 'teenager', 'alex', 'supportsrosie', 'one', 'difficult', 'time', 'life', 'time', 'partying', 'going', 'university', 'instead', 'changing', 'nappy', 'coping', 'screaming', 'baby', 'return', 'rosie', 'alex', 'strugglesthrough', 'medical', 'internship', 'cope', 'messy', 'divorce', 'throughout', 'ups', 'down', 'others', 'life', 'remained', 'constant', 'shoulder', 'cry', 'someone', 'laugh', 'share', 'innermost', 'feeling', 'withbut', 'friendship', 'survive', 'year', 'mile', 'critically', 'marry', 'someone', 'else', 'meant', 'good', 'friend', 'along', 'misunderstanding', 'circumstance', 'sheer', 'bad', 'luck']",3.94,642.0
Poirot,agathachristie,"['agathachristie', 'author', 'final', 'poirot', 'omnibus', 'featuring', 'last', 'four', 'appearance', 'detective', 'sidekick', 'sleuthing', 'crime', 'novelist', 'ariadne', 'oliver', 'third', 'girl', 'halloween', 'party', 'elephant', 'remember', 'pale', 'horse', 'poirot', 'mr', 'oliver', 'continue', 'sleuthing', '1960s', 'four', 'uncharacteristically', 'modern', 'novel', 'added', 'twist', 'dangerthird', 'girl', 'poirot', 'finally', 'admits', 'growing', 'old', 'perplexed', 'girl', 'think', 'may', 'killed', 'someone', 'christie', 'dragged', 'poirot', 'swinging', '60', 'effectively', 'squared', 'world', 'featuring', 'sex', 'drug', 'hippy', 'halloween', 'party', 'teenage', 'murder', 'witness', 'drowned', 'tub', 'apple', 'second', 'time', 'christie', 'wrote', 'death', 'child', 'engrossing', 'elephant', 'remember', 'old', 'husband', 'wife', 'double', 'murder', 'never', 'solved', 'last', 'poirot', 'story', 'agatha', 'christie', 'wrote', 'garnered', 'good', 'review', 'pale', 'horse', 'priest', 'death', 'lead', 'sinister', 'goingson', 'old', 'country', 'inn', 'bonus', 'novel', 'featured', 'mr', 'oliver', 'without', 'poirot', 'one', 'christie', 'darkest', 'story', 'blending', 'witchcraft', 'murder']",4.2,83.0
